Player ID 	lname fname
hungb101	Hungling Bernie
hunnb101	Hunnefield Bill
huntb101	Hunt Ben
huntd101	Hunt Dick
huntj102	Hunt Joel
huntj901	Hunt John
huntk102	Hunt Ken
huntk101	Hunt Ken
huntr001	Hunt Randy
huntr101	Hunt Ron
huntb102	Hunter Bill
huntb103	Hunter Bill
huntb105	Hunter Billy
huntb001	Hunter Brian
huntb002	Hunter Brian
huntb104	Hunter Buddy
huntj101	Hunter Catfish
huntc001	Hunter Cedric
hunte101	Hunter Eddie
huntg101	Hunter George
hunth101	Hunter Herb
huntj001	Hunter Jim
huntl101	Hunter Lem
huntn101	Hunter Newt
huntr002	Hunter Rich
huntt002	Hunter Tommy
huntt001	Hunter Torii
huntw102	Hunter Willard
hunts101	Huntz Steve
huntw101	Huntzinger Walt
huppd001	Huppert Dave
hurdt101	Hurd Tom
hurdc001	Hurdle Clint
hurld101	Hurley Dick
hurle901	Hurley Eddie
hurle001	Hurley Eric
hurlj102	Hurley Jerry
hurlj101	Hurley Jerry
hurld901	Hurley Michael
hurlg901	Hurll George
hursb002	Hurst Bill
hursb001	Hurst Bruce
hursd101	Hurst Don
hursj002	Hurst James
hursj003	Hurst Jimmy
hursj001	Hurst Jonathan
hurst801	Hurst Tim
hurte001	Hurtado Edwin
huskb001	Huskey Butch
husoj001	Huson Jeff
hustc101	Husta Carl
hustb102	Husted Bill
hustb101	Husting Bert
husth101	Huston Harry
hustw101	Huston Warren
hutcj102	Hutcheson Joe
hutcj101	Hutchings Johnny
hutcb101	Hutchinson Bill
hutcc001	Hutchinson Chad
hutce101	Hutchinson Ed
hutcf101	Hutchinson Fred
hutci101	Hutchinson Ira
hutcd001	Hutchison Drew
hutsh101	Hutson Herb
hutsr901	Hutson Ron
hutsr101	Hutson Roy
huttj101	Hutto Jim
huttm001	Hutton Mark
huttt101	Hutton Tom
hyath101	Hyatt Ham
hydeb801	Hyde Brandon
hyded101	Hyde Dick
hyert001	Hyers Tim
hyndj101	Hyndman William
hynec001	Hynes Colt
hynep101	Hynes Pat
hyzda001	Hyzdu Adam
iannc001	Iannetta Chris
iassd901	Iassogna Dan
ibanr001	Ibanez Raul
ibare001	Ibarra Edgar
iburh101	Iburg Ham
igarr001	Igarashi Ryota
igawk001	Igawa Kei
iglej001	Iglesias Jose
igler001	Iglesias Raisel
ignag101	Ignasiak Gary
ignam001	Ignasiak Mike
iguct001	Iguchi Tadahito
ilslb001	Ilsley Blaise
imlad101	Imlay Doc
incap001	Incaviglia Pete
incie001	Inciarte Ender
infaa001	Infante Alexis
infag001	Infante Gregory
infao001	Infante Omar
ingeb001	Inge Brandon
ingeb101	Ingersoll Bob
inges101	Ingerton Scotty
inglj001	Inglett Joe
ingrc101	Ingraham Charlie
ingrg001	Ingram Garey
ingrm101	Ingram Mel
ingrr001	Ingram Riccardo
inksb101	Inks Bert
innij001	Innis Jeff
iorgd001	Iorg Dane
iorgg001	Iorg Garth
iotth101	Iott Happy
iotth102	Iott Hooks
irabh001	Irabu Hideki
irelh101	Irelan Hal
irelt101	Ireland Tim
iribh001	Iribarren Hernan
irvim101	Irvin Monte
irvid001	Irvine Daryl
irwiu901	Irwin 
irwia101	Irwin Arthur
irwib101	Irwin Bill
irwic101	Irwin Charlie
irvie101	Irwin Ed
irwij101	Irwin John
irwip001	Irwin Phil
irwit101	Irwin Tommy
irwiw101	Irwin Walt
isaal801	Isaac Luis
isalo101	Isales Orlando
isbef101	Isbell Frank
ishik001	Ishii Kazuhisa
ishit001	Ishikawa Travis
isrij001	Isringhausen Jason
iviem101	Ivie Mike
ivorb901	Ivory Bill
iwakh001	Iwakuma Hisashi
iwama001	Iwamura Akinori
izquh101	Izquierdo Hank
izquh001	Izquierdo Hansel
iztuc001	Izturis Cesar
iztum001	Izturis Maicer
jablr101	Jablonski Ray
jackf101	Jacklitsch Fred
jackb901	Jackowski Bill
jacka101	Jackson Al
jacka001	Jackson Austin
jackb101	Jackson Bill
jackb001	Jackson Bo
jackb002	Jackson Brett
jackc901	Jackson Charles
jackc102	Jackson Charlie
jackc001	Jackson Chuck
jackc002	Jackson Conor
jackd003	Jackson Damian
jackd001	Jackson Danny
jackd101	Jackson Darrell
jackd002	Jackson Darrin
jackd901	Jackson Dick
jacke001	Jackson Edwin
jackg102	Jackson George
jackg101	Jackson Grant
jackh101	Jackson Henry
jackc101	Jackson Herby
jackj001	Jackson Jay
jackj103	Jackson Jim
jackj102	Jackson John
jackk001	Jackson Ken
jackl102	Jackson Larry
jackl101	Jackson Lou
jackl001	Jackson Luke
jackm001	Jackson Michael
jackm101	Jackson Mike
jackr102	Jackson Randy
jackr001	Jackson Reggie
jackr101	Jackson Ron
jackr002	Jackson Ron
jackr003	Jackson Roy Lee
jackr004	Jackson Ryan
jackr005	Jackson Ryan
jacks101	Jackson Sam
jackj101	Jackson Shoeless Joe
jacks102	Jackson Sonny
jacks001	Jackson Steven
jackt101	Jackson Travis
jackz001	Jackson Zach
jacoa101	Jacobs Art
jacob102	Jacobs Bucky
jacoe101	Jacobs Elmer
jacoj101	Jacobs Jake
jacom101	Jacobs Mike
jacom001	Jacobs Mike
jacoo101	Jacobs Otto
jacor101	Jacobs Ray
jacos101	Jacobs Spook
jacot101	Jacobs Tony
jacob002	Jacobsen Bucky
jacow101	Jacobson Baby Doll
jacob101	Jacobson Beany
jacom102	Jacobson Merwin
jacol101	Jacobus Larry
jacob001	Jacoby Brook
jacoh101	Jacoby Harry
jacoj001	Jacome Jason
jacqp101	Jacquez Pat
jacqt001	Jacquez Thomas
jaecj101	Jaeckel Jake
jaegc101	Jaeger Charlie
jaegj101	Jaeger Joe
jahaj001	Jaha John
jahna101	Jahn Art
jaimj001	Jaime Juan
jakuc001	Jakubauskas Chris
jakus101	Jakucki Sig
jamel101	Jamerson Lefty
jamea101	James Art
jameb104	James Bernie
jameb101	James Bert
jameb103	James Bill
jameb102	James Bill
jameb001	James Bob
jamec102	James Charlie
jamec001	James Chris
jamec002	James Chuck
jamec101	James Cleo
jamed002	James Delvin
jamed001	James Dion
jamej102	James Jeff
jamej101	James Johnny
jamej901	James Johnny
jamej001	James Justin
jamel102	James Lefty
jamem001	James Mike
jamer101	James Rick
james101	James Skip
jamic101	Jamieson Charlie
janej101	Janeski Gerry
janip001	Janish Paul
jankt001	Jankowski Travis
janov101	Janowicz Vic
jansk001	Jansen Kenley
jansl101	Jansen Larry
jansr101	Jansen Ray
jansc001	Janssen Casey
janth101	Jantzen Heinie
janud901	January Don
janvh101	Janvrin Hal
janzm001	Janzen Marty
jaraj001	Jaramillo Jason
jarar801	Jaramillo Rudy
jarvk001	Jarvis Kevin
jarvp101	Jarvis Pat
jarvr101	Jarvis Ray
jarvr102	Jarvis Roy
jasoj001	Jaso John
jasph101	Jasper Hi
jastl101	Jaster Larry
jatap101	Jata Paul
jausd801	Jauss Dave
javea101	Javery Al
javia101	Javier Al
javij101	Javier Julian
javis001	Javier Stan
jay-j101	Jay Joey
jay-j001	Jay Jon
jeand001	Jean Domingo
jeant101	Jeanes Tex
jeffg101	Jeffcoat George
jeffh101	Jeffcoat Hal
jeffm001	Jeffcoat Mike
jeffg001	Jefferies Gregg
jeffr901	Jeffers Ron
jeffw901	Jeffers W. W.
jeffj101	Jefferson Jesse
jeffr001	Jefferson Reggie
jeffs001	Jefferson Stan
jeffj001	Jeffress Jeremy
jeffi101	Jeffries Irv
jelic001	Jelic Chris
jelif101	Jelincich Frank
jelkg001	Jelks Greg
jelts001	Jeltz Steve
jenkc001	Jenkins Chad
jenkf101	Jenkins Fergie
jenkg001	Jenkins Geoff
jenkj101	Jenkins Jack
jenkj901	Jenkins Jeff
jenkj102	Jenkins Joe
jenkj103	Jenkins John
jenkm801	Jenkins Mack
jenkt101	Jenkins Tom
jenkb001	Jenks Bobby
jenna101	Jennings Alamazoo
jenna901	Jennings Andrew
jennb101	Jennings Bill
jennd003	Jennings Dan
jennd801	Jennings Dan
jennd002	Jennings Desmond
jennd001	Jennings Doug
jennh101	Jennings Hughie
jennj001	Jennings Jason
jennr001	Jennings Robin
jensj101	Jensen Jackie
jensm001	Jensen Marcus
jensr001	Jensen Ryan
jensw101	Jensen Willie
jensw102	Jensen Woody
jepsk001	Jepsen Kevin
jerzm001	Jerzembeck Mike
jessd101	Jessee Dan
jestg101	Jestadt Garry
jestv101	Jester Virgil
jeted001	Jeter Derek
jetej101	Jeter Johnny
jetes001	Jeter Shawn
jeths101	Jethroe Sam
jevnf901	Jevne Fred
jewen101	Jewett Nat
jewet801	Jewett Trent
jimec002	Jimenez Cesar
jimed001	Jimenez D'Angelo
jimee101	Jimenez Elvio
jimeg001	Jimenez German
jimeh001	Jimenez Houston
jimej002	Jimenez Jason
jimej001	Jimenez Jose
jimej101	Jimenez Juan
jimek001	Jimenez Kelvin
jimel002	Jimenez Luis
jimel001	Jimenez Luis Antonio
jimem101	Jimenez Manny
jimem001	Jimenez Miguel
jimeu001	Jimenez Ubaldo
jimec001	Jimerson Charlton
jirsm801	Jirschele Mike
joaqw001	Joaquin Waldis
jodib001	Jodie Brett
johjk001	Johjima Kenji
johnt001	John Tommy
johna101	Johns Augie
johnd003	Johns Doug
johnk001	Johns Keith
johno102	Johns Ollie
johnp101	Johns Pete
johnw901	Johns Richard
johnt104	Johns Tommy
johna907	Johnson A.J.
johna105	Johnson Abbie
johna106	Johnson Abe
johna001	Johnson Adam
johna901	Johnson Adrian
johna002	Johnson Alan
johna104	Johnson Alex
johna103	Johnson Art
johna102	Johnson Art
johnb105	Johnson Bart
johnb107	Johnson Ben
johnb003	Johnson Ben
johnb109	Johnson Bill
johnb001	Johnson Bill
johnb108	Johnson Billy
johnb102	Johnson Bob
johnb104	Johnson Bob
johnb103	Johnson Bob
johnb101	Johnson Bob
johnb002	Johnson Brian
johnb004	Johnson Brian
johnc002	Johnson Charles
johnc104	Johnson Charlie
johnc101	Johnson Chet
johnc102	Johnson Chief
johnc003	Johnson Chris
johnc001	Johnson Cliff
johnc103	Johnson Connie
johnd004	Johnson Dan
johnd002	Johnson Dane
johnd106	Johnson Darrell
johnd104	Johnson Dave
johnd001	Johnson Dave
johnd105	Johnson Davey
johnd103	Johnson Deron
johnd101	Johnson Don
johnd102	Johnson Don
johne105	Johnson Earl
johne104	Johnson Ed
johne002	Johnson Elliot
johnw101	Johnson Ellis
johne103	Johnson Elmer
johne001	Johnson Erik
johne003	Johnson Erik
johne102	Johnson Ernie
johne101	Johnson Ernie
johnf102	Johnson Footer
johnf103	Johnson Frank
johnf101	Johnson Fred
johng001	Johnson Gary
johnh101	Johnson Hank
johnh001	Johnson Howard
johnj007	Johnson Jason
johnj004	Johnson Jeff
johnj104	Johnson Jerry
johnj105	Johnson Jim
johnj010	Johnson Jim
johnj102	Johnson Jing
johnj003	Johnson Joe
johnj001	Johnson John Henry
johnj103	Johnson Johnny
johnj008	Johnson Jonathan
johnj009	Johnson Josh
johnk002	Johnson Keith
johnk003	Johnson Kelly
johnk101	Johnson Ken
johnk102	Johnson Ken
johnk004	Johnson Kris
johnl101	Johnson Lamar
johnl001	Johnson Lance
johnl103	Johnson Larry
johnb106	Johnson Lefty
johnl102	Johnson Lloyd
johnj101	Johnson Lou
johnl104	Johnson Lou
johnm901	Johnson Mark
johnm001	Johnson Mark
johnm003	Johnson Mark
johnm004	Johnson Mark
johnm006	Johnson Micah
johnm101	Johnson Mike
johnm002	Johnson Mike
johnn001	Johnson Nick
johno101	Johnson Otis
johnp102	Johnson Paul
johnr101	Johnson Randy
johnr001	Johnson Randy
johnr005	Johnson Randy
johnr104	Johnson Rankin
johnr105	Johnson Rankin
johnr008	Johnson Reed
johnr009	Johnson Rob
johnr002	Johnson Ron
johnr004	Johnson Rondin
johnr007	Johnson Rontrez
johnr103	Johnson Roy
johnr102	Johnson Roy
johnr003	Johnson Roy
johnr006	Johnson Russ
johns103	Johnson Si
johns104	Johnson Spud
johns102	Johnson Stan
johns901	Johnson Steamboat
johns001	Johnson Steve
johns101	Johnson Syl
johnt102	Johnson Tim
johnt103	Johnson Tom
johnt101	Johnson Tony
johnt002	Johnson Tyler
johnv101	Johnson Vic
johnw001	Johnson Wallace
johnw102	Johnson Walter
johnc105	Johnson William
johny104	Johnson Youngy
johnc901	Johnston Charles
johnr106	Johnston Dick
johnd107	Johnston Doc
johnf104	Johnston Fred
johng101	Johnston Greg
johnj107	Johnston Jimmy
johnj005	Johnston Joel
johnj106	Johnston Johnny
johnm005	Johnston Mike
johnr107	Johnston Rex
johnj002	Johnstone Jay
johnj901	Johnstone Jim
johnj006	Johnstone John
joinr101	Joiner Roy
jok-s101	Jok Stan
jokie001	Jokisch Eric
jolls101	Jolley Smead
jolld101	Jolly Dave
joneu102	Jones 
joneu103	Jones 
jonea003	Jones Adam
jonea001	Jones Al
jonea102	Jones Alex
jonea002	Jones Andruw
jonea101	Jones Art
joneb002	Jones Barry
joneb102	Jones Bill
joneb101	Jones Bill
joneb104	Jones Binky
joneb103	Jones Bob
joneb001	Jones Bob
joneb901	Jones Bob
joneb003	Jones Bobby
joneb004	Jones Bobby
joneb005	Jones Brandon
joneb105	Jones Broadway
joneb106	Jones Bumpus
jonec003	Jones Calvin
jonec104	Jones Charley
jonec105	Jones Charlie
jonec106	Jones Charlie
jonec004	Jones Chipper
jonec001	Jones Chris
jonec002	Jones Chris
jonec103	Jones Clarence
jonec102	Jones Cleon
jonec101	Jones Cobe
jonec107	Jones Cowboy
joned106	Jones Dale
joned102	Jones Dalton
joned105	Jones Darryl
joned104	Jones Davy
joned002	Jones Dax
joned107	Jones Deacon
joned101	Jones Deacon
joned103	Jones Dick
joned001	Jones Doug
jonee102	Jones Earl
jonee101	Jones Elijah
jonef102	Jones Fielder
jonef101	Jones Frank
joneg002	Jones Garrett
joneg102	Jones Gary
joneg801	Jones Gary
joneg101	Jones Gordon
joneg001	Jones Greg
joneh103	Jones Hal
joneh104	Jones Henry
joneh102	Jones Henry
joneh101	Jones Howie
joneh001	Jones Hunter
jonej107	Jones Jack (DA)
jonej003	Jones Jacque
jonej106	Jones Jake
jonej005	Jones James
jonej004	Jones Jason
jonej001	Jones Jeff
jonej101	Jones Jeff
jonej105	Jones Jim
jonej901	Jones Jim
jonej002	Jones Jimmy
jonej801	Jones Joe
jonej103	Jones John
jonej104	Jones Johnny
jonek101	Jones Ken
jonel101	Jones Levin
jonel001	Jones Lynn
jonem102	Jones Mack
jonem002	Jones Marcus
jonem101	Jones Mike
jonem001	Jones Mike
jonem003	Jones Mitch
jonen001	Jones Nate
jonen101	Jones Nippy
joneo001	Jones Odell
joneo101	Jones Oscar
jonep101	Jones Percy
joner101	Jones Randy
joner103	Jones Red
joner901	Jones Red
jonej102	Jones Ri
joner102	Jones Rick
joner003	Jones Ricky
joner004	Jones Ron
joner001	Jones Ross
joner002	Jones Ruppert
jones104	Jones Sad Sam
jones105	Jones Sam
jones103	Jones Sheldon
jones102	Jones Sherman
jones001	Jones Stacy
jones101	Jones Steve
jonet004	Jones Terry
jonet102	Jones Tex
jonet002	Jones Tim
jonet101	Jones Timothy
jonet003	Jones Todd
jonet103	Jones Tom
jonet801	Jones Tommy
jonet001	Jones Tracy
jonew101	Jones Willie
jonnb101	Jonnard Bubber
jonnc101	Jonnard Claude
joose101	Joost Eddie
jordl901	Jorda Lou
jordb901	Jordan Bill
jordb001	Jordan Brian
jordb101	Jordan Buck
jordc101	Jordan Charlie
jordd101	Jordan Dutch
jordh901	Jordan Harold
jordh101	Jordan Harry
jordj101	Jordan Jimmy
jordk001	Jordan Kevin
jordm102	Jordan Mike
jordm101	Jordan Milt
jordn101	Jordan Niles
jordr002	Jordan Ricardo
jordr001	Jordan Ricky
jordr101	Jordan Rip
jords001	Jordan Scott
jords101	Jordan Slats
jordt001	Jordan Taylor
jordt101	Jordan Tim
jordt102	Jordan Tom
jorga101	Jorgens Arndt
jorgo101	Jorgens Orville
jorgm001	Jorgensen Mike
jorgp101	Jorgensen Pinky
jorgr001	Jorgensen Ryan
jorgs101	Jorgensen Spider
jorgt001	Jorgensen Terry
josef001	Jose Felix
joseu901	Jose Victor
josec002	Joseph Caleb
josec001	Joseph Corban
josed001	Joseph Donnie
josek001	Joseph Kevin
joser101	Joseph Rick
josed101	Josephson Duane
joshv101	Joshua Von
jossa101	Joss Addie
jostm901	Jost Mike
jourt101	Jourdan Ted
jourj001	Journell Jimmy
joy-p101	Joy Pop
joycb101	Joyce Bill
joycb102	Joyce Bob
joycc901	Joyce C.E.
joycd101	Joyce Dick
joycu101	Joyce George
joycj901	Joyce Jim
joycm001	Joyce Matthew
joycm101	Joyce Mike
joynw001	Joyner Wally
juddm001	Judd Mike
juddo101	Judd Oscar
juddr101	Judd Ralph
judef101	Jude Frank
judej001	Juden Jeff
judgj101	Judge Joe
judnw101	Judnich Wally
judsh101	Judson Howie
judyj001	Judy Josh
judyl101	Judy Lyle
juelr101	Juelich Red
julij901	Julian Joseph
julij001	Julio Jorge
jumog101	Jumonville George
jumph901	Jumper Howard
junge001	Junge Eric
jungk101	Jungels Ken
jungt001	Jungmann Taylor
jurae001	Jurak Ed
jurem101	Jurewicz Mike
jurgb101	Jurges Billy
juria101	Jurisich Al
jurrj001	Jurrjens Jair
justj101	Just Joe
justd001	Justice David
justw101	Justis Walt
jutzs101	Jutze Skip
juulh102	Juul Herb
juulh101	Juul Herold
kaaik001	Ka'aihue Kila
kaatj101	Kaat Jim
kadij101	Kading Jack
kafoj101	Kafora Jake
kahdi101	Kahdot Ike
kahln101	Kahl Nick
kahlb101	Kahle Bob
kahlg101	Kahler George
kahnl801	Kahn Lou
kahno101	Kahn Owen
kahns901	Kahn S.L.
kahnt001	Kahnle Tommy
kahom101	Kahoe Mike
kaind101	Kainer Don
kaisa101	Kaiser Al
kaisb101	Kaiser Bob
kaisd101	Kaiser Don
kaisj001	Kaiser Jeff
kaisk901	Kaiser Ken
kaisg101	Kaiserling George
kalaj101	Kalahan John
kalbc101	Kalbfus Charlie
kalfb101	Kalfass Bill
kalif101	Kalin Frank
kalia101	Kaline Al
kalir001	Kalish Ryan
kallr101	Kallio Rudy
kamis001	Kamieniecki Scott
kammw101	Kamm Willie
kammb101	Kammeyer Bob
kampi101	Kamp Ike
kampa101	Kampouris Alex
kanef101	Kane Frank
kaneh101	Kane Harry
kanej101	Kane Jerry
kanej104	Kane Jim
kanej103	Kane John
kanej102	Kane John
kanes901	Kane Steve
kanet101	Kane Tom
kaner101	Kanehl Rod
kangj001	Kang Jung Ho
kante101	Kantlehner Erv
kapla901	Kaplan Al
kaplg001	Kapler Gabe
kapph101	Kappel Heinie
kappj101	Kappel Joe
karcm001	Karchner Matt
kardp101	Kardow Paul
karge101	Karger Ed
karkr001	Karkovice Ron
karla101	Karl Andy
karls001	Karl Scott
karlb101	Karlon Bill
karnb101	Karns Bill
karnn001	Karns Nathan
karnj001	Karnuth Jason
karom101	Karow Marty
karpr001	Karp Ryan
karph101	Karpel Herb
karrb101	Karr Benn
karre001	Karros Eric
karss001	Karsay Steve
karsj101	Karst John
karsj001	Karstens Jeff
kasht001	Kashiwada Takashi
kaske101	Kasko Eddie
katam001	Kata Matt
katoj101	Katoll Jack
kattr101	Katt Ray
katzb101	Katz Bob
katzt901	Katzenmeier Travis
kaufb101	Kauff Benny
kaufd101	Kauffman Dick
kaufc001	Kaufman Curt
kauft101	Kaufmann Tony
kavac101	Kavanagh Charlie
kaval101	Kavanagh Leo
kavam101	Kavanagh Marty
kavuj901	Kavulich Joe
kawak001	Kawakami Kenshin
kawam001	Kawasaki Munenori
kay-b101	Kay Bill
kayej001	Kaye Justin
kazae101	Kazak Eddie
kazat101	Kazanski Ted
kazms002	Kazmar Sean
kazms001	Kazmir Scott
keagg001	Keagle Greg
keals101	Kealey Steve
keanj801	Keane Johnny
kearb001	Kearney Bob
keara001	Kearns Austin
keart102	Kearns Teddy
keart101	Kearns Tom
keare101	Kearse Eddie
kease101	Keas Ed
keatb101	Keating Bob
keatc101	Keating Chick
keatr101	Keating Ray
keatg101	Keatley Greg
keckc101	Keck Cactus
keedp001	Keedy Pat
keefb101	Keefe Bobby
keefd101	Keefe Dave
keefg101	Keefe George
keefj101	Keefe John
keeft101	Keefe Tim
keegb101	Keegan Bob
keege101	Keegan Ed
keelw101	Keeler Willie
keelb102	Keeley Burt
keelb101	Keely Bob
keenb101	Keen Bill
keenv101	Keen Vic
keenk101	Keenan Jack
keenj104	Keenan Jim
keenj103	Keenan Jimmie
keenh101	Keener Harry
keenj101	Keener Jeff
keenj102	Keener Joe
keerg101	Keerl George
keesj101	Keesey Jim
keetr101	Keeton Rickey
kefff101	Keffer Frank
kehnc101	Kehn Chet
keifk101	Keifer Katsy
keisr001	Keisler Randy
keisb101	Keister Bill
keisw901	Keister Wayne
kekim101	Kekich Mike
kelak001	Kela Keone
kelbg101	Kelb George
kelim101	Keliher Mickey
kellg102	Kell George
kells102	Kell Skeeter
kelld101	Kelleher Duke
kellf103	Kelleher Frankie
kellh104	Kelleher Hal
kellj107	Kelleher John
kellm101	Kelleher Mick
kellc101	Keller Charlie
kelld801	Keller Dave
kellh103	Keller Hal
kellk002	Keller Kris
kellr101	Keller Ron
kellf102	Kellert Frank
kella101	Kellett Al
kellr104	Kellett Red
kelld102	Kelley Dick
kellh101	Kelley Harry
kellj902	Kelley J.P.
kellj106	Kelley Joe
kellk901	Kelley Kevin
kellm103	Kelley Mike
kells001	Kelley Shawn
kellt102	Kelley Tom
kellw901	Kelley W.W.
kellf101	Kelliher Frank
kella103	Kellner Alex
kellw101	Kellner Walt
kella102	Kellogg Al
kellb101	Kellogg Bill
kellj901	Kellogg Jeff
kelln101	Kellogg Nate
kellw102	Kellum Win
kellb105	Kelly Bill
kellb102	Kelly Bill
kellb104	Kelly Billy
kellb103	Kelly Bob
kellb001	Kelly Bryan
kellc001	Kelly Casey
kellc102	Kelly Charlie
kelld001	Kelly Don
kelle101	Kelly Ed
kellg901	Kelly Gene
kellh102	Kelly Herb
kellg101	Kelly High Pockets
kellj105	Kelly Jim
kellj102	Kelly Joe
kellj101	Kelly Joe
kellj001	Kelly Joe
kellj103	Kelly John
kellj104	Kelly John
kellk001	Kelly Kenny
kellk102	Kelly Kick
kellk101	Kelly King
kellm102	Kelly Mike
kellm801	Kelly Mike
kellm001	Kelly Mike
kellp101	Kelly Pat
kellp102	Kelly Pat
kellp001	Kelly Pat
kellr103	Kelly Red
kellr102	Kelly Ren
kellb002	Kelly Roberto
kellr001	Kelly Ryan
kells101	Kelly Speed
kellt101	Kelly Tom
kellt901	Kelly Toss
kellv101	Kelly Van
kelsb102	Kelsey Billy
kelsb101	Kelso Bill
keltk101	Keltner Ken
keltd001	Kelton David
keltj101	Kelty John
kemmb101	Kemmer Bill
kemmr101	Kemmerer Russ
kemmr102	Kemmler Rudy
kemnd101	Kemner Dutch
kempm001	Kemp Matt
kemps001	Kemp Steve
kendf101	Kendall Fred
kendj001	Kendall Jason
kenda101	Kenders Al
kendh001	Kendrick Howie
kendk001	Kendrick Kyle
kenne103	Kenna Ed
kenne104	Kenna Eddie
kenna001	Kennedy Adam
kennb102	Kennedy Bill
kennb103	Kennedy Bill
kennb104	Kennedy Bob
kennb101	Kennedy Brickyard
kennc901	Kennedy Charles
kennd101	Kennedy Doc
kenne102	Kennedy Ed
kenne101	Kennedy Ed
kenni001	Kennedy Ian
kennj801	Kennedy Jim
kennj106	Kennedy Jim
kennj001	Kennedy Joe
kennj104	Kennedy John
kennj105	Kennedy John
kennj101	Kennedy Junior
kennk801	Kennedy Kevin
kennm101	Kennedy Monty
kennr101	Kennedy Ray
kenns101	Kennedy Snapper
kennt101	Kennedy Ted
kennt001	Kennedy Terry
kennv101	Kennedy Vern
kenna101	Kenney Art
kennj103	Kenney Jerry
kennj102	Kenney John
kensl001	Kensing Logan
kente101	Kent Ed
kentj001	Kent Jeff
kentj901	Kent John
kentm101	Kent Maury
kents001	Kent Steven
kenwd102	Kenworthy Dick
kenwd101	Kenworthy Duke
keouj101	Keough Joe
keoum101	Keough Marty
keoum001	Keough Matt
keplm001	Kepler Max
keppb001	Keppel Bobby
keppj001	Keppinger Jeff
kepsk001	Kepshire Kurt
kerfc001	Kerfeld Charlie
kerig101	Keriazakos Gus
kerij901	Kerin John
kerij101	Kerins John
kerkb101	Kerksieck Bill
kerlo101	Kerlin Orie
kernb101	Kern Bill
kernj001	Kern Jim
kernj101	Kernan Joe
kerng101	Kernek George
kernr101	Kerns Russ
kerrb101	Kerr Buddy
kerrd101	Kerr Dickey
kerrd102	Kerr Doc
kerrj102	Kerr John
kerrm101	Kerr Mel
kerrj101	Kerrigan Joe
kersc001	Kershaw Clayton
kersj001	Kershner Jason
kerwd101	Kerwin Dan
kessd101	Kessinger Don
kessk001	Kessinger Keith
kessh101	Kessler Henry
kestr101	Kester Rick
ketcf101	Ketchum Fred
ketcg101	Ketchum Gus
kettp101	Ketter Phil
keucd001	Keuchel Dallas
keuph101	Keupper Henry
key-j001	Key Jimmy
keysb001	Keyser Brian
khals001	Khalifa Sam
kibbh101	Kibbie Hod
kibbj101	Kibble Jack
kiblj901	Kibler John
kickm001	Kickham Mike
kidam001	Kida Masao
kiecd001	Kiecker Dana
kiefj101	Kiefer Joe
kiefm001	Kiefer Mark
kiefs001	Kiefer Steve
kielb001	Kielty Bobby
kielj001	Kiely John
kiell101	Kiely Leo
kienb101	Kienzle Bill
kierk001	Kiermaier Kevin
kiesb001	Kieschnick Brooks
kiesr001	Kieschnick Roger
kigem001	Kiger Mark
kilbb001	Kilby Brad
kildp101	Kilduff Pete
kiled001	Kile Darryl
kilej101	Kiley John
kilgp001	Kilgus Paul
kilhp101	Kilhullen Pat
kilkm101	Kilkenny Mike
killh102	Killebrew Harmon
kille102	Killeen Evans
killh101	Killeen Henry
killb101	Killefer Bill
killr101	Killefer Red
killf101	Killen Frank
kille101	Killian Ed
killj101	Killilay Jack
kilrm102	Kilroy Matt
kilrm101	Kilroy Mike
kim-b001	Kim Byung-Hyun
kim-s001	Kim Sun-Woo
kim-w801	Kim Wendell
kimbc002	Kimball Cole
kimbg101	Kimball Gene
kimbn101	Kimball Newt
kimbs901	Kimball Shawn
kimbs101	Kimber Sam
kimbh101	Kimberlin Harry
kimbd101	Kimble Dick
kimbc001	Kimbrel Craig
kimeh101	Kime Hal
kimmb101	Kimm Bruce
kimmw101	Kimmick Wally
kimsc101	Kimsey Chad
kindj101	Kindall Jerry
kinde101	Kinder Ellis
kiner101	Kiner Ralph
kingc901	King Charles
kingc102	King Chick
kingc101	King Clyde
kingc001	King Curtis
kinge001	King Eric
kingh102	King Hal
kingj001	King Jeff
kingj101	King Jim
kingk001	King Kevin
kingl101	King Lee
kingl103	King Lee
kingl102	King Lynn
kingm101	King Marshall
kingn101	King Nellie
kingr001	King Ray
kings102	King Sam
kings103	King Silver
kings101	King Steve
kingw101	Kingdon Wes
kingm001	Kingery Mike
kingb101	Kingman Brian
kingd001	Kingman Dave
kingh101	Kingman Harry
kingg001	Kingsale Gene
kinkm001	Kinkade Mike
kinlw101	Kinloch Walt
kinnb901	Kinnamon Bill
kinnd101	Kinney Dennis
kinnj001	Kinney Josh
kinnm002	Kinney Matt
kinnw101	Kinney Walt
kinnm001	Kinnunen Mike
kinsb101	Kinsella Bob
kinse101	Kinsella Ed
kinsi001	Kinsler Ian
kinsu101	Kinsler William
kinst101	Kinslow Tom
kintb001	Kintzler Brandon
kinzm001	Kinzer Matt
kinzw101	Kinzie Walt
kinzh101	Kinzy Harry
kipnj001	Kipnis Jason
kippe901	Kipp Eden
kippf101	Kipp Fred
kippb001	Kipper Bob
kippt101	Kipper Thornton
kippe101	Kippert Ed
kirbc101	Kirby Clay
kirbj102	Kirby Jim
kirbj101	Kirby John
